"gender","age","race","samerace","field","interests_correlate","met","decision","match","guess_prob_liked","like","expected_happy_with_sd_people","attractive","sincere","intelligence","funny","ambition","attractive_partner","sincere_partner","intelligence_partner","funny_partner","ambition_partner","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","importance_same_race","importance_same_religion","attractive_important","sincere_important","intellicence_important","funny_important","ambtition_important","shared_interests_important"
"female",21,"Asian/Pacific Islander/Asian-American",0,"Operations Research",0.27,0,0,0,1.9,6.4,5,4.375,8.875,6.625,8.71428571428571,10,5.5,7.3,7.3,7.3,7.3,10,8,10,5,5,5,2.8,1.64285714285714,3,5.5,10,4,6.625,4,8,5,2.8,8.2,10,2.08,4.4468085106383,4.6,3.88,3.71698113207547,6.4
"female",21,"Asian/Pacific Islander/Asian-American",0,"Operations Research",0.44,0,0,0,1.9,2.8,5,4.375,8.875,6.625,8.71428571428571,10,7.3,4.6,6.4,4.6,4.6,10,8,10,5,5,5,2.8,1.64285714285714,3,5.5,10,4,6.625,4,8,5,2.8,8.2,10,2.08,4.4468085106383,4.6,3.88,3.71698113207547,6.4
"female",21,"Asian/Pacific Islander/Asian-American",0,"Operations Research",0.62,0,0,0,1.9,6.4,5,4.375,8.875,6.625,8.71428571428571,10,5.5,8.2,8.2,5.5,8.2,10,8,10,5,5,5,2.8,1.64285714285714,3,5.5,10,4,6.625,4,8,5,2.8,8.2,10,2.08,4.4468085106383,4.6,3.88,3.71698113207547,6.4
"female",21,"Asian/Pacific Islander/Asian-American",0,"Operations Research",-0.08,0,0,0,1.9,6.4,5,4.375,8.875,6.625,8.71428571428571,10,6.4,8.2,7.3,7.3,7.3,10,8,10,5,5,5,2.8,1.64285714285714,3,5.5,10,4,6.625,4,8,5,2.8,8.2,10,2.08,4.4468085106383,4.6,3.88,3.71698113207547,6.4
"female",21,"Asian/Pacific Islander/Asian-American",0,"Operations Research",-0.2,0,0,0,1.9,6.4,5,4.375,8.875,6.625,8.71428571428571,10,6.4,8.2,7.3,6.4,8.2,10,8,10,5,5,5,2.8,1.64285714285714,3,5.5,10,4,6.625,4,8,5,2.8,8.2,10,2.08,4.4468085106383,4.6,3.88,3.71698113207547,6.4
"female",21,"Asian/Pacific Islander/Asian-American",0,"Operations Research",0.39,0,0,0,3.7,8.2,5,4.375,8.875,6.625,8.71428571428571,10,5.5,9.1,9.1,8.2,9.1,10,8,10,5,5,5,2.8,1.64285714285714,3,5.5,10,4,6.625,4,8,5,2.8,8.2,10,2.08,4.4468085106383,4.6,3.88,3.71698113207547,6.4
"female",27,"Black/African American",0,"TC [Health Ed]",0.29,0,0,0,4.6,6.4,4,6.625,7.75,6.625,7.42857142857143,6.625,5.5,7.3,7.3,6.4,7.3,1,2,2,8,8,8,1.9,2.28571428571429,6,6.25,8,8,8.875,7,7,8,8.2,1.9,2,2.8,4.82978723404255,4.6,2.8,2.69811320754717,7
"female",27,"Black/African American",0,"TC [Health Ed]",-0.23,0,0,0,3.7,3.7,4,6.625,7.75,6.625,7.42857142857143,6.625,4.6,7.3,6.4,6.4,7.3,1,2,2,8,8,8,1.9,2.28571428571429,6,6.25,8,8,8.875,7,7,8,8.2,1.9,2,2.8,4.82978723404255,4.6,2.8,2.69811320754717,7
"female",27,"Black/African American",0,"TC [Health Ed]",0.44,0,0,0,2.8,3.7,4,6.625,7.75,6.625,7.42857142857143,6.625,5.5,6.4,6.4,5.5,6.4,1,2,2,8,8,8,1.9,2.28571428571429,6,6.25,8,8,8.875,7,7,8,8.2,1.9,2,2.8,4.82978723404255,4.6,2.8,2.69811320754717,7
"female",27,"Black/African American",0,"TC [Health Ed]",-0.04,0,0,0,3.7,4.6,4,6.625,7.75,6.625,7.42857142857143,6.625,5.5,7.3,7.3,5.5,7.3,1,2,2,8,8,8,1.9,2.28571428571429,6,6.25,8,8,8.875,7,7,8,8.2,1.9,2,2.8,4.82978723404255,4.6,2.8,2.69811320754717,7
"female",27,"Black/African American",0,"TC [Health Ed]",-0.21,0,1,1,6.4,6.4,4,6.625,7.75,6.625,7.42857142857143,6.625,6.4,8.2,8.2,7.3,7.3,1,2,2,8,8,8,1.9,2.28571428571429,6,6.25,8,8,8.875,7,7,8,8.2,1.9,2,2.8,4.82978723404255,4.6,2.8,2.69811320754717,7
"female",27,"Black/African American",0,"TC [Health Ed]",-0.02,0,1,1,6.4,6.4,4,6.625,7.75,6.625,7.42857142857143,6.625,6.4,7.3,7.3,4.6,6.4,1,2,2,8,8,8,1.9,2.28571428571429,6,6.25,8,8,8.875,7,7,8,8.2,1.9,2,2.8,4.82978723404255,4.6,2.8,2.69811320754717,7
"female",27,"Black/African American",0,"TC [Health Ed]",-0.33,0,1,0,4.6,7.3,4,6.625,7.75,6.625,7.42857142857143,6.625,8.2,7.3,7.3,7.3,6.4,1,2,2,8,8,8,1.9,2.28571428571429,6,6.25,8,8,8.875,7,7,8,8.2,1.9,2,2.8,4.82978723404255,4.6,2.8,2.69811320754717,7
"female",27,"Black/African American",0,"TC [Health Ed]",0.27,0,0,0,4.6,5.5,4,6.625,7.75,6.625,7.42857142857143,6.625,5.5,7.3,7.3,6.4,6.4,1,2,2,8,8,8,1.9,2.28571428571429,6,6.25,8,8,8.875,7,7,8,8.2,1.9,2,2.8,4.82978723404255,4.6,2.8,2.69811320754717,7
"female",27,"Black/African American",0,"TC [Health Ed]",0.73,0,1,0,4.6,7.3,4,6.625,7.75,6.625,7.42857142857143,6.625,7.3,7.3,7.3,7.3,7.3,1,2,2,8,8,8,1.9,2.28571428571429,6,6.25,8,8,8.875,7,7,8,8.2,1.9,2,2.8,4.82978723404255,4.6,2.8,2.69811320754717,7
"female",27,"Black/African American",0,"TC [Health Ed]",-0.08,0,0,0,3.7,5.5,4,6.625,7.75,6.625,7.42857142857143,6.625,6.4,7.3,7.3,5.5,7.3,1,2,2,8,8,8,1.9,2.28571428571429,6,6.25,8,8,8.875,7,7,8,8.2,1.9,2,2.8,4.82978723404255,4.6,2.8,2.69811320754717,7
"female",27,"Black/African American",1,"TC [Health Ed]",0.12,0,1,0,6.4,6.4,4,6.625,7.75,6.625,7.42857142857143,6.625,5.5,6.4,7.3,7.3,7.3,1,2,2,8,8,8,1.9,2.28571428571429,6,6.25,8,8,8.875,7,7,8,8.2,1.9,2,2.8,4.82978723404255,4.6,2.8,2.69811320754717,7
"female",27,"Black/African American",0,"TC [Health Ed]",-0.52,0,0,0,1.9,2.8,4,6.625,7.75,6.625,7.42857142857143,6.625,3.7,4.6,5.5,4.6,4.6,1,2,2,8,8,8,1.9,2.28571428571429,6,6.25,8,8,8.875,7,7,8,8.2,1.9,2,2.8,4.82978723404255,4.6,2.8,2.69811320754717,7
"female",27,"Black/African American",0,"TC [Health Ed]",0.03,0,0,0,2.8,2.8,4,6.625,7.75,6.625,7.42857142857143,6.625,3.7,6.4,7.3,5.5,5.5,1,2,2,8,8,8,1.9,2.28571428571429,6,6.25,8,8,8.875,7,7,8,8.2,1.9,2,2.8,4.82978723404255,4.6,2.8,2.69811320754717,7
"female",27,"Black/African American",0,"TC [Health Ed]",0.5,0,1,0,5.5,8.2,4,6.625,7.75,6.625,7.42857142857143,6.625,7.3,7.3,8.2,6.4,7.3,1,2,2,8,8,8,1.9,2.28571428571429,6,6.25,8,8,8.875,7,7,8,8.2,1.9,2,2.8,4.82978723404255,4.6,2.8,2.69811320754717,7
"female",27,"Black/African American",0,"TC [Health Ed]",0.33,0,0,0,2.8,4.6,4,6.625,7.75,6.625,7.42857142857143,6.625,4.6,5.5,5.5,4.6,5.5,1,2,2,8,8,8,1.9,2.28571428571429,6,6.25,8,8,8.875,7,7,8,8.2,1.9,2,2.8,4.82978723404255,4.6,2.8,2.69811320754717,7
"female",27,"Black/African American",1,"TC [Health Ed]",0.16,0,1,0,6.4,7.3,4,6.625,7.75,6.625,7.42857142857143,6.625,6.4,7.3,7.3,7.3,7.3,1,2,2,8,8,8,1.9,2.28571428571429,6,6.25,8,8,8.875,7,7,8,8.2,1.9,2,2.8,4.82978723404255,4.6,2.8,2.69811320754717,7
"female",21,"Asian/Pacific Islander/Asian-American",1,"Psychology",0.22,0,1,0,6.4,8.2,5,4.375,7.75,5.5,6.14285714285714,7.75,5.5,7.3,6.4,6.4,6.4,2,2,3,9,7,6,6.4,5.5,7,7.75,9,10,10,10,10,10,3.7,9.1,6,1.9,4.82978723404255,8.2,2.8,2.69811320754717,4
"female",21,"Asian/Pacific Islander/Asian-American",1,"Psychology",0.06,0,0,0,6.4,7.3,5,4.375,7.75,5.5,6.14285714285714,7.75,5.5,7.3,7.3,6.4,6.4,2,2,3,9,7,6,6.4,5.5,7,7.75,9,10,10,10,10,10,3.7,9.1,6,1.9,4.82978723404255,8.2,2.8,2.69811320754717,4
"female",21,"Asian/Pacific Islander/Asian-American",1,"Psychology",0.41,0,1,0,5.5,6.85,5,4.375,7.75,5.5,6.14285714285714,7.75,6.4,6.4,7.3,6.4,6.4,2,2,3,9,7,6,6.4,5.5,7,7.75,9,10,10,10,10,10,3.7,9.1,6,1.9,4.82978723404255,8.2,2.8,2.69811320754717,4
"female",21,"Asian/Pacific Islander/Asian-American",0,"Psychology",-0.35,0,1,1,6.4,7.3,5,4.375,7.75,5.5,6.14285714285714,7.75,5.5,7.3,8.2,6.4,6.4,2,2,3,9,7,6,6.4,5.5,7,7.75,9,10,10,10,10,10,3.7,9.1,6,1.9,4.82978723404255,8.2,2.8,2.69811320754717,4
"female",21,"Asian/Pacific Islander/Asian-American",0,"Psychology",-0.17,1,1,1,10,9.1,5,4.375,7.75,5.5,6.14285714285714,7.75,7.3,7.3,7.3,6.4,6.4,2,2,3,9,7,6,6.4,5.5,7,7.75,9,10,10,10,10,10,3.7,9.1,6,1.9,4.82978723404255,8.2,2.8,2.69811320754717,4
"female",21,"Asian/Pacific Islander/Asian-American",0,"Psychology",-0.1,0,1,1,5.5,7.3,5,4.375,7.75,5.5,6.14285714285714,7.75,6.4,7.3,7.3,6.4,7.3,2,2,3,9,7,6,6.4,5.5,7,7.75,9,10,10,10,10,10,3.7,9.1,6,1.9,4.82978723404255,8.2,2.8,2.69811320754717,4
"female",21,"Asian/Pacific Islander/Asian-American",0,"Psychology",-0.52,0,1,0,5.5,7.3,5,4.375,7.75,5.5,6.14285714285714,7.75,7.3,6.4,7.3,7.3,7.3,2,2,3,9,7,6,6.4,5.5,7,7.75,9,10,10,10,10,10,3.7,9.1,6,1.9,4.82978723404255,8.2,2.8,2.69811320754717,4
"female",21,"Asian/Pacific Islander/Asian-American",0,"Psychology",0.21,0,0,0,5.5,6.4,5,4.375,7.75,5.5,6.14285714285714,7.75,5.5,6.4,7.3,6.4,6.4,2,2,3,9,7,6,6.4,5.5,7,7.75,9,10,10,10,10,10,3.7,9.1,6,1.9,4.82978723404255,8.2,2.8,2.69811320754717,4
"female",21,"Asian/Pacific Islander/Asian-American",0,"Psychology",0.58,0,0,0,5.5,6.4,5,4.375,7.75,5.5,6.14285714285714,7.75,6.4,6.4,6.4,8.2,6.4,2,2,3,9,7,6,6.4,5.5,7,7.75,9,10,10,10,10,10,3.7,9.1,6,1.9,4.82978723404255,8.2,2.8,2.69811320754717,4
"female",21,"Asian/Pacific Islander/Asian-American",1,"Psychology",-0.23,0,1,0,6.4,8.2,5,4.375,7.75,5.5,6.14285714285714,7.75,7.3,7.3,6.4,7.3,6.4,2,2,3,9,7,6,6.4,5.5,7,7.75,9,10,10,10,10,10,3.7,9.1,6,1.9,4.82978723404255,8.2,2.8,2.69811320754717,4
"female",21,"Asian/Pacific Islander/Asian-American",0,"Psychology",0.05,0,1,0,5.5,7.3,5,4.375,7.75,5.5,6.14285714285714,7.75,6.4,6.4,7.3,8.2,8.2,2,2,3,9,7,6,6.4,5.5,7,7.75,9,10,10,10,10,10,3.7,9.1,6,1.9,4.82978723404255,8.2,2.8,2.69811320754717,4
"female",21,"Asian/Pacific Islander/Asian-American",0,"Psychology",-0.57,0,0,0,4.6,6.4,5,4.375,7.75,5.5,6.14285714285714,7.75,7.3,6.4,5.5,4.6,4.6,2,2,3,9,7,6,6.4,5.5,7,7.75,9,10,10,10,10,10,3.7,9.1,6,1.9,4.82978723404255,8.2,2.8,2.69811320754717,4
"female",21,"Asian/Pacific Islander/Asian-American",0,"Psychology",-0.13,0,0,0,5.5,6.4,5,4.375,7.75,5.5,6.14285714285714,7.75,6.4,6.4,5.5,7.3,5.5,2,2,3,9,7,6,6.4,5.5,7,7.75,9,10,10,10,10,10,3.7,9.1,6,1.9,4.82978723404255,8.2,2.8,2.69811320754717,4
"female",21,"Asian/Pacific Islander/Asian-American",0,"Psychology",0.35,0,0,0,4.6,6.4,5,4.375,7.75,5.5,6.14285714285714,7.75,6.4,7.3,6.4,6.4,5.5,2,2,3,9,7,6,6.4,5.5,7,7.75,9,10,10,10,10,10,3.7,9.1,6,1.9,4.82978723404255,8.2,2.8,2.69811320754717,4
"female",21,"Asian/Pacific Islander/Asian-American",0,"Psychology",0.1,0,0,0,5.5,6.4,5,4.375,7.75,5.5,6.14285714285714,7.75,6.4,8.2,7.3,6.4,7.3,2,2,3,9,7,6,6.4,5.5,7,7.75,9,10,10,10,10,10,3.7,9.1,6,1.9,4.82978723404255,8.2,2.8,2.69811320754717,4
"female",27,"European/Caucasian-American",0,"social work",-0.31,0,0,0,3.7,6.4,5,6.625,8.875,8.875,7.42857142857143,7.75,5.5,6.4,7.3,7.3,7.3,10,1,10,9,6,6,10,4.85714285714286,3,4.75,1,6,8.875,8,8,6,7.3,2.8,3,1.9,4.82978723404255,4.6,3.7,4.39622641509434,5.5
"female",27,"European/Caucasian-American",1,"social work",0.04,0,0,0,7.3,7.3,5,6.625,8.875,8.875,7.42857142857143,7.75,5.5,7.3,7.3,7.3,7.3,10,1,10,9,6,6,10,4.85714285714286,3,4.75,1,6,8.875,8,8,6,7.3,2.8,3,1.9,4.82978723404255,4.6,3.7,4.39622641509434,5.5
"female",27,"European/Caucasian-American",1,"social work",0.05,0,0,0,6.4,7.3,5,6.625,8.875,8.875,7.42857142857143,7.75,7.3,7.3,7.3,8.2,7.3,10,1,10,9,6,6,10,4.85714285714286,3,4.75,1,6,8.875,8,8,6,7.3,2.8,3,1.9,4.82978723404255,4.6,3.7,4.39622641509434,5.5
"female",27,"European/Caucasian-American",1,"social work",-0.07,0,0,0,7.3,7.3,5,6.625,8.875,8.875,7.42857142857143,7.75,6.4,6.4,8.2,7.3,8.2,10,1,10,9,6,6,10,4.85714285714286,3,4.75,1,6,8.875,8,8,6,7.3,2.8,3,1.9,4.82978723404255,4.6,3.7,4.39622641509434,5.5
"female",25,"European/Caucasian-American",0,"Social Work",-0.12,0,0,0,4.6,6.4,5,6.625,8.875,6.625,7.42857142857143,5.5,7.3,8.2,9.1,6.4,8.2,7,4,7,7,6,3,5.5,4.85714285714286,8,7,9,7,10,6,8,8,4.6,10,2,2.8,4.82978723404255,3.7,3.7,3.54716981132075,5.5
"female",25,"European/Caucasian-American",0,"Social Work",0.09,0,0,0,3.7,7.3,5,6.625,8.875,6.625,7.42857142857143,5.5,5.5,8.2,8.2,6.4,8.2,7,4,7,7,6,3,5.5,4.85714285714286,8,7,9,7,10,6,8,8,4.6,10,2,2.8,4.82978723404255,3.7,3.7,3.54716981132075,5.5
"female",25,"European/Caucasian-American",0,"Social Work",0.58,0,0,0,5.5,7.3,5,6.625,8.875,6.625,7.42857142857143,5.5,6.4,7.3,8.2,7.3,9.1,7,4,7,7,6,3,5.5,4.85714285714286,8,7,9,7,10,6,8,8,4.6,10,2,2.8,4.82978723404255,3.7,3.7,3.54716981132075,5.5
"female",25,"European/Caucasian-American",1,"Social Work",-0.2,0,0,0,5.5,4.6,5,6.625,8.875,6.625,7.42857142857143,5.5,4.6,5.5,10,4.6,10,7,4,7,7,6,3,5.5,4.85714285714286,8,7,9,7,10,6,8,8,4.6,10,2,2.8,4.82978723404255,3.7,3.7,3.54716981132075,5.5
"female",25,"European/Caucasian-American",1,"Social Work",-0.29,0,0,0,4.6,5.5,5,6.625,8.875,6.625,7.42857142857143,5.5,6.4,7.3,9.1,7.3,9.1,7,4,7,7,6,3,5.5,4.85714285714286,8,7,9,7,10,6,8,8,4.6,10,2,2.8,4.82978723404255,3.7,3.7,3.54716981132075,5.5
"female",25,"European/Caucasian-American",1,"Social Work",-0.01,0,0,0,5.5,7.3,5,6.625,8.875,6.625,7.42857142857143,5.5,6.4,8.2,7.3,5.5,8.2,7,4,7,7,6,3,5.5,4.85714285714286,8,7,9,7,10,6,8,8,4.6,10,2,2.8,4.82978723404255,3.7,3.7,3.54716981132075,5.5
"female",25,"European/Caucasian-American",1,"Social Work",-0.24,0,0,0,7.3,8.2,5,6.625,8.875,6.625,7.42857142857143,5.5,7.3,8.2,8.2,6.4,10,7,4,7,7,6,3,5.5,4.85714285714286,8,7,9,7,10,6,8,8,4.6,10,2,2.8,4.82978723404255,3.7,3.7,3.54716981132075,5.5
"female",25,"European/Caucasian-American",1,"Social Work",-0.05,0,0,0,4.6,8.2,5,6.625,8.875,6.625,7.42857142857143,5.5,3.7,8.2,9.1,8.2,10,7,4,7,7,6,3,5.5,4.85714285714286,8,7,9,7,10,6,8,8,4.6,10,2,2.8,4.82978723404255,3.7,3.7,3.54716981132075,5.5
"female",25,"European/Caucasian-American",1,"Social Work",0.38,0,0,0,6.4,7.3,5,6.625,8.875,6.625,7.42857142857143,5.5,7.3,8.2,8.2,8.2,6.4,7,4,7,7,6,3,5.5,4.85714285714286,8,7,9,7,10,6,8,8,4.6,10,2,2.8,4.82978723404255,3.7,3.7,3.54716981132075,5.5
"female",25,"European/Caucasian-American",0,"Social Work",0.06,0,0,0,8.2,9.1,5,6.625,8.875,6.625,7.42857142857143,5.5,8.2,8.2,9.1,8.2,9.1,7,4,7,7,6,3,5.5,4.85714285714286,8,7,9,7,10,6,8,8,4.6,10,2,2.8,4.82978723404255,3.7,3.7,3.54716981132075,5.5
"female",25,"European/Caucasian-American",0,"Social Work",0.35,0,0,0,7.3,8.2,5,6.625,8.875,6.625,7.42857142857143,5.5,9.1,8.2,9.1,8.2,10,7,4,7,7,6,3,5.5,4.85714285714286,8,7,9,7,10,6,8,8,4.6,10,2,2.8,4.82978723404255,3.7,3.7,3.54716981132075,5.5
"female",25,"European/Caucasian-American",1,"Social Work",0.11,0,0,0,7.3,6.4,5,6.625,8.875,6.625,7.42857142857143,5.5,6.4,5.5,8.2,7.3,10,7,4,7,7,6,3,5.5,4.85714285714286,8,7,9,7,10,6,8,8,4.6,10,2,2.8,4.82978723404255,3.7,3.7,3.54716981132075,5.5
"female",25,"European/Caucasian-American",1,"Social Work",0.28,0,0,0,4.6,5.5,5,6.625,8.875,6.625,7.42857142857143,5.5,5.5,4.6,7.3,5.5,9.1,7,4,7,7,6,3,5.5,4.85714285714286,8,7,9,7,10,6,8,8,4.6,10,2,2.8,4.82978723404255,3.7,3.7,3.54716981132075,5.5
"female",25,"European/Caucasian-American",1,"Social Work",0.11,0,0,0,7.3,7.3,5,6.625,8.875,6.625,7.42857142857143,5.5,7.3,8.2,9.1,7.3,8.2,7,4,7,7,6,3,5.5,4.85714285714286,8,7,9,7,10,6,8,8,4.6,10,2,2.8,4.82978723404255,3.7,3.7,3.54716981132075,5.5
"female",25,"European/Caucasian-American",1,"Social Work",-0.15,0,0,0,7.3,6.4,5,6.625,8.875,6.625,7.42857142857143,5.5,5.5,8.2,8.2,6.4,9.1,7,4,7,7,6,3,5.5,4.85714285714286,8,7,9,7,10,6,8,8,4.6,10,2,2.8,4.82978723404255,3.7,3.7,3.54716981132075,5.5
"female",25,"European/Caucasian-American",0,"Social Work",0.53,0,0,0,5.5,7.3,5,6.625,8.875,6.625,7.42857142857143,5.5,7.3,7.3,7.3,8.2,8.2,7,4,7,7,6,3,5.5,4.85714285714286,8,7,9,7,10,6,8,8,4.6,10,2,2.8,4.82978723404255,3.7,3.7,3.54716981132075,5.5
"female",23,"European/Caucasian-American",0,"Social Work",-0.38,0,0,0,2.8,2.8,7,6.625,7.75,7.75,7.42857142857143,7.75,2.8,5.5,5.5,3.7,5.5,9,4,9,7,7,4,6.4,4.21428571428571,7,4,3,9,8.875,6,4,5,1.9,2.8,4,2.8,4.82978723404255,4.6,3.7,3.54716981132075,4
"female",23,"European/Caucasian-American",0,"Social Work",-0.05,0,0,0,2.8,2.8,7,6.625,7.75,7.75,7.42857142857143,7.75,2.8,5.5,5.5,3.7,5.5,9,4,9,7,7,4,6.4,4.21428571428571,7,4,3,9,8.875,6,4,5,1.9,2.8,4,2.8,4.82978723404255,4.6,3.7,3.54716981132075,4
"female",23,"European/Caucasian-American",0,"Social Work",0.04,0,0,0,2.8,3.7,7,6.625,7.75,7.75,7.42857142857143,7.75,2.8,5.5,5.5,3.7,7.3,9,4,9,7,7,4,6.4,4.21428571428571,7,4,3,9,8.875,6,4,5,1.9,2.8,4,2.8,4.82978723404255,4.6,3.7,3.54716981132075,4
"female",23,"European/Caucasian-American",1,"Social Work",-0.02,0,0,0,3.7,2.8,7,6.625,7.75,7.75,7.42857142857143,7.75,2.8,6.4,7.3,1.9,7.3,9,4,9,7,7,4,6.4,4.21428571428571,7,4,3,9,8.875,6,4,5,1.9,2.8,4,2.8,4.82978723404255,4.6,3.7,3.54716981132075,4
"female",23,"European/Caucasian-American",1,"Social Work",0.46,0,0,0,4.6,5.5,7,6.625,7.75,7.75,7.42857142857143,7.75,3.7,8.2,7.3,6.4,6.4,9,4,9,7,7,4,6.4,4.21428571428571,7,4,3,9,8.875,6,4,5,1.9,2.8,4,2.8,4.82978723404255,4.6,3.7,3.54716981132075,4
"female",23,"European/Caucasian-American",1,"Social Work",-0.06,0,0,0,2.8,2.8,7,6.625,7.75,7.75,7.42857142857143,7.75,4.6,7.3,6.4,1.9,4.6,9,4,9,7,7,4,6.4,4.21428571428571,7,4,3,9,8.875,6,4,5,1.9,2.8,4,2.8,4.82978723404255,4.6,3.7,3.54716981132075,4
"female",23,"European/Caucasian-American",1,"Social Work",0.22,0,0,0,5.5,6.4,7,6.625,7.75,7.75,7.42857142857143,7.75,7.3,4.6,5.5,6.4,5.5,9,4,9,7,7,4,6.4,4.21428571428571,7,4,3,9,8.875,6,4,5,1.9,2.8,4,2.8,4.82978723404255,4.6,3.7,3.54716981132075,4
"female",23,"European/Caucasian-American",1,"Social Work",-0.05,0,0,0,2.8,2.8,7,6.625,7.75,7.75,7.42857142857143,7.75,3.7,7.3,6.4,4.6,6.4,9,4,9,7,7,4,6.4,4.21428571428571,7,4,3,9,8.875,6,4,5,1.9,2.8,4,2.8,4.82978723404255,4.6,3.7,3.54716981132075,4
"female",23,"European/Caucasian-American",1,"Social Work",0.29,0,0,0,4.6,4.6,7,6.625,7.75,7.75,7.42857142857143,7.75,6.4,5.5,5.5,7.3,6.4,9,4,9,7,7,4,6.4,4.21428571428571,7,4,3,9,8.875,6,4,5,1.9,2.8,4,2.8,4.82978723404255,4.6,3.7,3.54716981132075,4
"female",23,"European/Caucasian-American",0,"Social Work",0.02,0,0,0,5.5,5.5,7,6.625,7.75,7.75,7.42857142857143,7.75,5.5,8.2,8.2,7.3,7.3,9,4,9,7,7,4,6.4,4.21428571428571,7,4,3,9,8.875,6,4,5,1.9,2.8,4,2.8,4.82978723404255,4.6,3.7,3.54716981132075,4
"female",23,"European/Caucasian-American",0,"Social Work",0.21,0,0,0,5.5,8.2,7,6.625,7.75,7.75,7.42857142857143,7.75,7.3,6.4,6.4,7.3,6.4,9,4,9,7,7,4,6.4,4.21428571428571,7,4,3,9,8.875,6,4,5,1.9,2.8,4,2.8,4.82978723404255,4.6,3.7,3.54716981132075,4
"female",23,"European/Caucasian-American",1,"Social Work",0.05,0,0,0,4.6,6.4,7,6.625,7.75,7.75,7.42857142857143,7.75,6.4,7.3,6.4,5.5,6.4,9,4,9,7,7,4,6.4,4.21428571428571,7,4,3,9,8.875,6,4,5,1.9,2.8,4,2.8,4.82978723404255,4.6,3.7,3.54716981132075,4
"female",23,"European/Caucasian-American",1,"Social Work",0.06,0,0,0,4.6,5.5,7,6.625,7.75,7.75,7.42857142857143,7.75,2.8,7.3,6.4,4.6,4.6,9,4,9,7,7,4,6.4,4.21428571428571,7,4,3,9,8.875,6,4,5,1.9,2.8,4,2.8,4.82978723404255,4.6,3.7,3.54716981132075,4
"female",23,"European/Caucasian-American",1,"Social Work",0.08,0,0,0,6.4,6.4,7,6.625,7.75,7.75,7.42857142857143,7.75,6.4,8.2,8.2,6.4,7.3,9,4,9,7,7,4,6.4,4.21428571428571,7,4,3,9,8.875,6,4,5,1.9,2.8,4,2.8,4.82978723404255,4.6,3.7,3.54716981132075,4
"female",23,"European/Caucasian-American",1,"Social Work",0.16,0,0,0,3.7,3.7,7,6.625,7.75,7.75,7.42857142857143,7.75,2.8,8.2,7.3,2.8,7.3,9,4,9,7,7,4,6.4,4.21428571428571,7,4,3,9,8.875,6,4,5,1.9,2.8,4,2.8,4.82978723404255,4.6,3.7,3.54716981132075,4
"female",23,"European/Caucasian-American",0,"Social Work",0.03,0,0,0,5.5,6.4,7,6.625,7.75,7.75,7.42857142857143,7.75,6.4,6.4,6.4,6.4,6.4,9,4,9,7,7,4,6.4,4.21428571428571,7,4,3,9,8.875,6,4,5,1.9,2.8,4,2.8,4.82978723404255,4.6,3.7,3.54716981132075,4
"female",22,"Latino/Hispanic American",0,"Speech Language Pathology",-0.13,0,0,0,3.7,3.7,5,5.5,5.5,6.625,6.14285714285714,6.625,2.8,6.4,6.4,6.4,6.4,7,6,8,8,7,6,8.2,5.5,8,6.25,5,5,4.375,5,7,7,8.2,1.9,5,2.53,2.91489361702128,4.24,4.6,5.24528301886792,4
"female",22,"Latino/Hispanic American",0,"Speech Language Pathology",-0.04,0,0,0,1.9,2.8,5,5.5,5.5,6.625,6.14285714285714,6.625,1.9,6.4,4.6,2.8,1.9,7,6,8,8,7,6,8.2,5.5,8,6.25,5,5,4.375,5,7,7,8.2,1.9,5,2.53,2.91489361702128,4.24,4.6,5.24528301886792,4
"female",22,"Latino/Hispanic American",0,"Speech Language Pathology",-0.07,0,0,0,2.8,2.8,5,5.5,5.5,6.625,6.14285714285714,6.625,1.9,4.6,6.4,2.8,6.4,7,6,8,8,7,6,8.2,5.5,8,6.25,5,5,4.375,5,7,7,8.2,1.9,5,2.53,2.91489361702128,4.24,4.6,5.24528301886792,4
"female",22,"Latino/Hispanic American",0,"Speech Language Pathology",-0.16,1,0,0,3.7,2.8,5,5.5,5.5,6.625,6.14285714285714,6.625,1.9,6.4,7.3,6.4,4.6,7,6,8,8,7,6,8.2,5.5,8,6.25,5,5,4.375,5,7,7,8.2,1.9,5,2.53,2.91489361702128,4.24,4.6,5.24528301886792,4
"female",22,"Latino/Hispanic American",0,"Speech Language Pathology",0.44,0,0,0,4.6,1.9,5,5.5,5.5,6.625,6.14285714285714,6.625,1.9,3.7,4.6,2.8,2.8,7,6,8,8,7,6,8.2,5.5,8,6.25,5,5,4.375,5,7,7,8.2,1.9,5,2.53,2.91489361702128,4.24,4.6,5.24528301886792,4
"female",22,"Latino/Hispanic American",0,"Speech Language Pathology",-0.27,0,0,0,2.8,1.9,5,5.5,5.5,6.625,6.14285714285714,6.625,3.7,6.4,6.4,4.6,5.5,7,6,8,8,7,6,8.2,5.5,8,6.25,5,5,4.375,5,7,7,8.2,1.9,5,2.53,2.91489361702128,4.24,4.6,5.24528301886792,4
