"has_null","wave","gender","age","race","samerace","importance_same_race","importance_same_religion","field","attractive_important","sincere_important","intellicence_important","funny_important","ambtition_important","shared_interests_important","attractive","sincere","intelligence","funny","ambition","attractive_partner","sincere_partner","intelligence_partner","funny_partner","ambition_partner","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","interests_correlate","expected_happy_with_sd_people","like","guess_prob_liked","met","decision","match"
1,7,"female",28,"Asian/Pacific Islander/Asian-American",0,5,3,"Business; marketing",14.29,16.33,16.33,18.37,18.37,16.33,7,8,9,8,9,7,7,7,8,7,8,7,8,8,6,6,9,2,9,7,4,6,7,5,6,6,3,0.36,4,6,7,0,0,0
1,7,"female",28,"Asian/Pacific Islander/Asian-American",0,5,3,"Business; marketing",14.29,16.33,16.33,18.37,18.37,16.33,7,8,9,8,9,5,6,5,6,5,8,7,8,8,6,6,9,2,9,7,4,6,7,5,6,6,3,0.49,4,3,7,0,0,0
1,7,"male",23,"European/Caucasian-American",1,3,4,"physics [astrophysics]",19.05,19.05,19.05,19.05,9.52,14.29,7,9,7,9,6,10,8,8,7,7,2,4,4,6,7,4,7,7,6,8,6,5,8,4,9,5,1,0.35,7,9,5,0,1,0
1,7,"male",23,"European/Caucasian-American",1,3,4,"physics [astrophysics]",19.05,19.05,19.05,19.05,9.52,14.29,7,9,7,9,6,6,8,9,6,8,2,4,4,6,7,4,7,7,6,8,6,5,8,4,9,5,1,0.34,7,7,5,0,1,0
1,7,"male",23,"European/Caucasian-American",1,3,4,"physics [astrophysics]",19.05,19.05,19.05,19.05,9.52,14.29,7,9,7,9,6,9,9,9,7,7,2,4,4,6,7,4,7,7,6,8,6,5,8,4,9,5,1,-0.4,7,9,7,0,1,0
1,7,"male",23,"European/Caucasian-American",1,3,4,"physics [astrophysics]",19.05,19.05,19.05,19.05,9.52,14.29,7,9,7,9,6,9,8,9,7,7,2,4,4,6,7,4,7,7,6,8,6,5,8,4,9,5,1,0.42,7,9,6,0,1,0
1,7,"male",23,"European/Caucasian-American",1,3,4,"physics [astrophysics]",19.05,19.05,19.05,19.05,9.52,14.29,7,9,7,9,6,8,9,8,7,7,2,4,4,6,7,4,7,7,6,8,6,5,8,4,9,5,1,0.26,7,9,5,0,1,0
1,7,"male",23,"European/Caucasian-American",0,3,4,"physics [astrophysics]",19.05,19.05,19.05,19.05,9.52,14.29,7,9,7,9,6,9,7,7,9,8,2,4,4,6,7,4,7,7,6,8,6,5,8,4,9,5,1,-0.15,7,8,4,0,1,0
1,7,"male",23,"European/Caucasian-American",0,3,4,"physics [astrophysics]",19.05,19.05,19.05,19.05,9.52,14.29,7,9,7,9,6,9,8,8,7,7,2,4,4,6,7,4,7,7,6,8,6,5,8,4,9,5,1,0.11,7,8,5,0,1,0
1,7,"male",23,"European/Caucasian-American",1,3,4,"physics [astrophysics]",19.05,19.05,19.05,19.05,9.52,14.29,7,9,7,9,6,9,9,9,8,7,2,4,4,6,7,4,7,7,6,8,6,5,8,4,9,5,1,0.19,7,8,5,0,1,0
1,7,"male",23,"European/Caucasian-American",1,3,4,"physics [astrophysics]",19.05,19.05,19.05,19.05,9.52,14.29,7,9,7,9,6,10,8,9,7,7,2,4,4,6,7,4,7,7,6,8,6,5,8,4,9,5,1,0.31,7,9,5,0,1,0
1,7,"male",23,"European/Caucasian-American",1,3,4,"physics [astrophysics]",19.05,19.05,19.05,19.05,9.52,14.29,7,9,7,9,6,10,8,8,9,7,2,4,4,6,7,4,7,7,6,8,6,5,8,4,9,5,1,0.24,7,9,4,0,1,0
1,7,"male",23,"European/Caucasian-American",0,3,4,"physics [astrophysics]",19.05,19.05,19.05,19.05,9.52,14.29,7,9,7,9,6,9,9,8,7,7,2,4,4,6,7,4,7,7,6,8,6,5,8,4,9,5,1,0.51,7,8,4,0,1,0
1,7,"male",23,"European/Caucasian-American",0,3,4,"physics [astrophysics]",19.05,19.05,19.05,19.05,9.52,14.29,7,9,7,9,6,7,9,8,6,7,2,4,4,6,7,4,7,7,6,8,6,5,8,4,9,5,1,0.22,7,7,5,0,1,0
1,7,"male",23,"European/Caucasian-American",1,3,4,"physics [astrophysics]",19.05,19.05,19.05,19.05,9.52,14.29,7,9,7,9,6,9,9,7,8,7,2,4,4,6,7,4,7,7,6,8,6,5,8,4,9,5,1,-0.26,7,8,4,0,1,0
1,7,"male",23,"European/Caucasian-American",1,3,4,"physics [astrophysics]",19.05,19.05,19.05,19.05,9.52,14.29,7,9,7,9,6,10,9,9,8,7,2,4,4,6,7,4,7,7,6,8,6,5,8,4,9,5,1,0.24,7,9,6,0,1,0
1,7,"male",23,"European/Caucasian-American",0,3,4,"physics [astrophysics]",19.05,19.05,19.05,19.05,9.52,14.29,7,9,7,9,6,9,8,8,8,7,2,4,4,6,7,4,7,7,6,8,6,5,8,4,9,5,1,0.49,7,8,5,0,1,0
1,7,"male",23,"European/Caucasian-American",0,3,4,"physics [astrophysics]",19.05,19.05,19.05,19.05,9.52,14.29,7,9,7,9,6,9,8,8,7,6,2,4,4,6,7,4,7,7,6,8,6,5,8,4,9,5,1,-0.14,7,7,4,0,1,0
1,7,"male",28,"European/Caucasian-American",1,7,2,"Physics",15.91,20.45,20.45,20.45,11.36,11.36,5,9,8,9,7,5,7,7,5,4,7,7,6,9,9,8,6,4,5,8,7,7,9,8,9,7,2,0.55,6,5,5,0,0,0
1,7,"male",28,"European/Caucasian-American",1,7,2,"Physics",15.91,20.45,20.45,20.45,11.36,11.36,5,9,8,9,7,8,8,8,8,7,7,7,6,9,9,8,6,4,5,8,7,7,9,8,9,7,2,0.32,6,9,7,0,1,0
1,7,"male",28,"European/Caucasian-American",1,7,2,"Physics",15.91,20.45,20.45,20.45,11.36,11.36,5,9,8,9,7,8,8,8,7,7,7,7,6,9,9,8,6,4,5,8,7,7,9,8,9,7,2,0.68,6,8,6,0,1,0
1,7,"male",28,"European/Caucasian-American",1,7,2,"Physics",15.91,20.45,20.45,20.45,11.36,11.36,5,9,8,9,7,6,8,8,5,6,7,7,6,9,9,8,6,4,5,8,7,7,9,8,9,7,2,0.68,6,5,3,0,0,0
1,7,"male",28,"European/Caucasian-American",0,7,2,"Physics",15.91,20.45,20.45,20.45,11.36,11.36,5,9,8,9,7,6,6,6,6,6,7,7,6,9,9,8,6,4,5,8,7,7,9,8,9,7,2,0.55,6,5,4,0,0,0
1,7,"male",28,"European/Caucasian-American",0,7,2,"Physics",15.91,20.45,20.45,20.45,11.36,11.36,5,9,8,9,7,7,6,6,5,5,7,7,6,9,9,8,6,4,5,8,7,7,9,8,9,7,2,0.72,6,6,4,0,0,0
1,7,"male",28,"European/Caucasian-American",1,7,2,"Physics",15.91,20.45,20.45,20.45,11.36,11.36,5,9,8,9,7,8,9,7,7,7,7,7,6,9,9,8,6,4,5,8,7,7,9,8,9,7,2,0.65,6,7,6,0,1,0
1,7,"male",28,"European/Caucasian-American",1,7,2,"Physics",15.91,20.45,20.45,20.45,11.36,11.36,5,9,8,9,7,8,9,9,8,8,7,7,6,9,9,8,6,4,5,8,7,7,9,8,9,7,2,0.23,6,8,7,0,1,0
1,7,"male",28,"European/Caucasian-American",1,7,2,"Physics",15.91,20.45,20.45,20.45,11.36,11.36,5,9,8,9,7,8,8,7,7,7,7,7,6,9,9,8,6,4,5,8,7,7,9,8,9,7,2,0.6,6,7,4,0,1,0
1,7,"male",28,"European/Caucasian-American",0,7,2,"Physics",15.91,20.45,20.45,20.45,11.36,11.36,5,9,8,9,7,7,7,7,6,6,7,7,6,9,9,8,6,4,5,8,7,7,9,8,9,7,2,0.44,6,7,8,0,1,1
1,7,"male",28,"European/Caucasian-American",1,7,2,"Physics",15.91,20.45,20.45,20.45,11.36,11.36,5,9,8,9,7,7,8,7,7,8,7,7,6,9,9,8,6,4,5,8,7,7,9,8,9,7,2,0.46,6,7,6,0,1,0
1,7,"male",28,"European/Caucasian-American",1,7,2,"Physics",15.91,20.45,20.45,20.45,11.36,11.36,5,9,8,9,7,7,9,8,7,5,7,7,6,9,9,8,6,4,5,8,7,7,9,8,9,7,2,0.59,6,7,4,0,1,0
1,7,"male",28,"European/Caucasian-American",0,7,2,"Physics",15.91,20.45,20.45,20.45,11.36,11.36,5,9,8,9,7,6,7,7,5,5,7,7,6,9,9,8,6,4,5,8,7,7,9,8,9,7,2,0.4,6,5,3,0,0,0
1,7,"male",29,"Black/African American",0,3,4,"Business/ Finance/ Real Estate",16,18,18,18,14,16,8,8,9,8,9,6,9,8,7,9,9,8,10,6,6,4,3,4,8,6,3,7,9,6,9,3,2,-0.15,6,6,7,0,0,0
1,7,"male",29,"Black/African American",0,3,4,"Business/ Finance/ Real Estate",16,18,18,18,14,16,8,8,9,8,9,4,9,7,5,8,9,8,10,6,6,4,3,4,8,6,3,7,9,6,9,3,2,0.01,6,4,5,0,0,0
1,7,"male",29,"Black/African American",0,3,4,"Business/ Finance/ Real Estate",16,18,18,18,14,16,8,8,9,8,9,6,8,9,9,9,9,8,10,6,6,4,3,4,8,6,3,7,9,6,9,3,2,0.64,6,7,6,0,0,0
1,7,"male",29,"Black/African American",0,3,4,"Business/ Finance/ Real Estate",16,18,18,18,14,16,8,8,9,8,9,4,8,9,4,10,9,8,10,6,6,4,3,4,8,6,3,7,9,6,9,3,2,-0.18,6,5,5,0,0,0
1,7,"male",29,"Black/African American",0,3,4,"Business/ Finance/ Real Estate",16,18,18,18,14,16,8,8,9,8,9,8,10,9,8,8,9,8,10,6,6,4,3,4,8,6,3,7,9,6,9,3,2,0.25,6,6,8,1,1,1
1,7,"male",29,"Black/African American",0,3,4,"Business/ Finance/ Real Estate",16,18,18,18,14,16,8,8,9,8,9,7,8,8,8,8,9,8,10,6,6,4,3,4,8,6,3,7,9,6,9,3,2,-0.16,6,7,7,0,1,0
1,7,"male",29,"Black/African American",0,3,4,"Business/ Finance/ Real Estate",16,18,18,18,14,16,8,8,9,8,9,6,9,9,6,8,9,8,10,6,6,4,3,4,8,6,3,7,9,6,9,3,2,-0.03,6,5,5,0,1,1
1,7,"male",29,"Black/African American",0,3,4,"Business/ Finance/ Real Estate",16,18,18,18,14,16,8,8,9,8,9,7,10,9,8,8,9,8,10,6,6,4,3,4,8,6,3,7,9,6,9,3,2,0.11,6,7,7,0,1,0
1,7,"male",29,"Black/African American",0,3,4,"Business/ Finance/ Real Estate",16,18,18,18,14,16,8,8,9,8,9,7,9,10,6,9,9,8,10,6,6,4,3,4,8,6,3,7,9,6,9,3,2,-0.01,6,5,5,0,0,0
1,7,"male",29,"Black/African American",0,3,4,"Business/ Finance/ Real Estate",16,18,18,18,14,16,8,8,9,8,9,7,9,8,6,7,9,8,10,6,6,4,3,4,8,6,3,7,9,6,9,3,2,0.3,6,4,4,0,0,0
1,7,"male",29,"Black/African American",0,3,4,"Business/ Finance/ Real Estate",16,18,18,18,14,16,8,8,9,8,9,8,8,8,7,8,9,8,10,6,6,4,3,4,8,6,3,7,9,6,9,3,2,0.57,6,7,5,0,1,0
1,7,"male",29,"Black/African American",1,3,4,"Business/ Finance/ Real Estate",16,18,18,18,14,16,8,8,9,8,9,8,10,8,9,9,9,8,10,6,6,4,3,4,8,6,3,7,9,6,9,3,2,-0.03,6,8,9,1,1,1
1,7,"male",29,"Black/African American",0,3,4,"Business/ Finance/ Real Estate",16,18,18,18,14,16,8,8,9,8,9,10,8,8,9,9,9,8,10,6,6,4,3,4,8,6,3,7,9,6,9,3,2,0.42,6,8,7,1,1,0
1,7,"male",22,"European/Caucasian-American",1,6,2,"Biochemistry",16.67,18.75,18.75,18.75,18.75,8.33,8,7,9,9,7,8,7,8,7,6,9,9,9,8,7,6,7,7,9,9,8,6,8,6,9,6,2,-0.01,7,7,6,0,0,0
1,7,"male",22,"European/Caucasian-American",1,6,2,"Biochemistry",16.67,18.75,18.75,18.75,18.75,8.33,8,7,9,9,7,5,10,8,5,10,9,9,9,8,7,6,7,7,9,9,8,6,8,6,9,6,2,-0.15,7,4,5,0,0,0
1,7,"male",22,"European/Caucasian-American",1,6,2,"Biochemistry",16.67,18.75,18.75,18.75,18.75,8.33,8,7,9,9,7,6,8,10,9,3,9,9,9,8,7,6,7,7,9,9,8,6,8,6,9,6,2,0.44,7,5,3,1,0,0
1,7,"male",22,"European/Caucasian-American",1,6,2,"Biochemistry",16.67,18.75,18.75,18.75,18.75,8.33,8,7,9,9,7,6,8,10,7,5,9,9,9,8,7,6,7,7,9,9,8,6,8,6,9,6,2,-0.29,7,4,2,1,0,0
1,7,"male",22,"European/Caucasian-American",1,6,2,"Biochemistry",16.67,18.75,18.75,18.75,18.75,8.33,8,7,9,9,7,5,6,7,4,5,9,9,9,8,7,6,7,7,9,9,8,6,8,6,9,6,2,-0.15,7,4,3,0,0,0
1,7,"male",22,"European/Caucasian-American",0,6,2,"Biochemistry",16.67,18.75,18.75,18.75,18.75,8.33,8,7,9,9,7,7,8,9,10,6,9,9,9,8,7,6,7,7,9,9,8,6,8,6,9,6,2,0.17,7,4,3,0,0,0
1,7,"male",22,"European/Caucasian-American",0,6,2,"Biochemistry",16.67,18.75,18.75,18.75,18.75,8.33,8,7,9,9,7,6,6,8,5,7,9,9,9,8,7,6,7,7,9,9,8,6,8,6,9,6,2,-0.19,7,5,4,0,0,0
1,7,"male",22,"European/Caucasian-American",1,6,2,"Biochemistry",16.67,18.75,18.75,18.75,18.75,8.33,8,7,9,9,7,7,6,7,5,8,9,9,9,8,7,6,7,7,9,9,8,6,8,6,9,6,2,-0.11,7,7,5,0,0,0
1,7,"male",22,"European/Caucasian-American",1,6,2,"Biochemistry",16.67,18.75,18.75,18.75,18.75,8.33,8,7,9,9,7,8,8,10,8,6,9,9,9,8,7,6,7,7,9,9,8,6,8,6,9,6,2,0.2,7,6,3,0,0,0
1,7,"male",22,"European/Caucasian-American",1,6,2,"Biochemistry",16.67,18.75,18.75,18.75,18.75,8.33,8,7,9,9,7,10,8,8,9,8,9,9,9,8,7,6,7,7,9,9,8,6,8,6,9,6,2,-0.35,7,8,4,0,1,0
1,7,"male",22,"European/Caucasian-American",0,6,2,"Biochemistry",16.67,18.75,18.75,18.75,18.75,8.33,8,7,9,9,7,7,10,9,6,5,9,9,9,8,7,6,7,7,9,9,8,6,8,6,9,6,2,-0.32,7,6,5,0,0,0
1,7,"male",22,"European/Caucasian-American",0,6,2,"Biochemistry",16.67,18.75,18.75,18.75,18.75,8.33,8,7,9,9,7,7,9,6,6,5,9,9,9,8,7,6,7,7,9,9,8,6,8,6,9,6,2,0.2,7,5,3,0,0,0
1,7,"male",22,"European/Caucasian-American",1,6,2,"Biochemistry",16.67,18.75,18.75,18.75,18.75,8.33,8,7,9,9,7,9,9,8,9,7,9,9,9,8,7,6,7,7,9,9,8,6,8,6,9,6,2,0.51,7,8,8,0,1,1
1,7,"male",22,"European/Caucasian-American",1,6,2,"Biochemistry",16.67,18.75,18.75,18.75,18.75,8.33,8,7,9,9,7,7,8,8,10,7,9,9,9,8,7,6,7,7,9,9,8,6,8,6,9,6,2,-0.18,7,7,6,0,1,1
1,7,"male",22,"European/Caucasian-American",0,6,2,"Biochemistry",16.67,18.75,18.75,18.75,18.75,8.33,8,7,9,9,7,7,9,10,8,8,9,9,9,8,7,6,7,7,9,9,8,6,8,6,9,6,2,-0.16,7,5,3,0,0,0
1,7,"male",22,"European/Caucasian-American",0,6,2,"Biochemistry",16.67,18.75,18.75,18.75,18.75,8.33,8,7,9,9,7,8,8,8,9,7,9,9,9,8,7,6,7,7,9,9,8,6,8,6,9,6,2,0.42,7,6,5,0,0,0
1,7,"male",27,"Asian/Pacific Islander/Asian-American",0,1,1,"Biochemistry",15.22,15.22,19.57,17.39,13.04,19.57,7,8,7,9,8,6,7,7,6,6,3,3,3,8,7,7,6,2,8,5,4,3,9,10,10,7,3,-0.24,4,5,5,1,0,0
1,7,"male",27,"Asian/Pacific Islander/Asian-American",0,1,1,"Biochemistry",15.22,15.22,19.57,17.39,13.04,19.57,7,8,7,9,8,3,6,6,2,7,3,3,3,8,7,7,6,2,8,5,4,3,9,10,10,7,3,0.58,4,3,4,0,0,0
1,7,"male",27,"Asian/Pacific Islander/Asian-American",0,1,1,"Biochemistry",15.22,15.22,19.57,17.39,13.04,19.57,7,8,7,9,8,8,7,7,7,7,3,3,3,8,7,7,6,2,8,5,4,3,9,10,10,7,3,0.28,4,8,10,1,1,1
1,7,"male",27,"Asian/Pacific Islander/Asian-American",0,1,1,"Biochemistry",15.22,15.22,19.57,17.39,13.04,19.57,7,8,7,9,8,5,6,7,7,6,3,3,3,8,7,7,6,2,8,5,4,3,9,10,10,7,3,0.34,4,6,3,1,0,0
1,7,"male",27,"Asian/Pacific Islander/Asian-American",0,1,1,"Biochemistry",15.22,15.22,19.57,17.39,13.04,19.57,7,8,7,9,8,4,6,8,3,6,3,3,3,8,7,7,6,2,8,5,4,3,9,10,10,7,3,0.3,4,4,3,0,0,0
1,7,"male",27,"Asian/Pacific Islander/Asian-American",1,1,1,"Biochemistry",15.22,15.22,19.57,17.39,13.04,19.57,7,8,7,9,8,5,7,7,8,7,3,3,3,8,7,7,6,2,8,5,4,3,9,10,10,7,3,0.11,4,5,4,0,1,0
1,7,"male",27,"Asian/Pacific Islander/Asian-American",1,1,1,"Biochemistry",15.22,15.22,19.57,17.39,13.04,19.57,7,8,7,9,8,6,6,7,7,6,3,3,3,8,7,7,6,2,8,5,4,3,9,10,10,7,3,0.11,4,6,5,0,1,0
1,7,"male",27,"Asian/Pacific Islander/Asian-American",0,1,1,"Biochemistry",15.22,15.22,19.57,17.39,13.04,19.57,7,8,7,9,8,8,6,6,7,7,3,3,3,8,7,7,6,2,8,5,4,3,9,10,10,7,3,0.72,4,6,4,0,1,0
1,7,"male",27,"Asian/Pacific Islander/Asian-American",0,1,1,"Biochemistry",15.22,15.22,19.57,17.39,13.04,19.57,7,8,7,9,8,6,9,8,5,6,3,3,3,8,7,7,6,2,8,5,4,3,9,10,10,7,3,0.46,4,5,5,0,0,0
1,7,"male",27,"Asian/Pacific Islander/Asian-American",0,1,1,"Biochemistry",15.22,15.22,19.57,17.39,13.04,19.57,7,8,7,9,8,8,7,7,7,6,3,3,3,8,7,7,6,2,8,5,4,3,9,10,10,7,3,0.45,4,9,6,0,1,1
1,7,"male",27,"Asian/Pacific Islander/Asian-American",1,1,1,"Biochemistry",15.22,15.22,19.57,17.39,13.04,19.57,7,8,7,9,8,6,7,7,5,6,3,3,3,8,7,7,6,2,8,5,4,3,9,10,10,7,3,0.65,4,4,4,0,0,0
1,7,"male",27,"Asian/Pacific Islander/Asian-American",1,1,1,"Biochemistry",15.22,15.22,19.57,17.39,13.04,19.57,7,8,7,9,8,5,7,6,3,7,3,3,3,8,7,7,6,2,8,5,4,3,9,10,10,7,3,0.3,4,4,3,0,0,0
1,7,"male",27,"Asian/Pacific Islander/Asian-American",0,1,1,"Biochemistry",15.22,15.22,19.57,17.39,13.04,19.57,7,8,7,9,8,7,6,7,6,7,3,3,3,8,7,7,6,2,8,5,4,3,9,10,10,7,3,-0.01,4,4,2,0,0,0
1,7,"male",27,"Asian/Pacific Islander/Asian-American",0,1,1,"Biochemistry",15.22,15.22,19.57,17.39,13.04,19.57,7,8,7,9,8,6,5,3,4,7,3,3,3,8,7,7,6,2,8,5,4,3,9,10,10,7,3,0.25,4,4,3,0,0,0
1,7,"male",27,"Asian/Pacific Islander/Asian-American",0,1,1,"Biochemistry",15.22,15.22,19.57,17.39,13.04,19.57,7,8,7,9,8,5,7,7,5,9,3,3,3,8,7,7,6,2,8,5,4,3,9,10,10,7,3,0.45,4,6,4,0,1,0
1,7,"male",27,"Asian/Pacific Islander/Asian-American",1,1,1,"Biochemistry",15.22,15.22,19.57,17.39,13.04,19.57,7,8,7,9,8,5,5,6,6,7,3,3,3,8,7,7,6,2,8,5,4,3,9,10,10,7,3,0.18,4,5,3,0,0,0
1,7,"male",26,"European/Caucasian-American",1,1,1,"Art Education",12,20,20,20,16,12,7,8,8,9,7,7,7,7,5,6,6,2,2,4,8,8,4,1,1,8,1,6,6,4,6,2,1,-0.43,2,6,2,0,0,0
1,7,"male",26,"European/Caucasian-American",1,1,1,"Art Education",12,20,20,20,16,12,7,8,8,9,7,5,8,7,6,6,6,2,2,4,8,8,4,1,1,8,1,6,6,4,6,2,1,0.61,2,5,2,1,0,0
1,7,"male",26,"European/Caucasian-American",1,1,1,"Art Education",12,20,20,20,16,12,7,8,8,9,7,8,8,8,6,6,6,2,2,4,8,8,4,1,1,8,1,6,6,4,6,2,1,0.14,2,6,4,0,0,0
1,7,"male",26,"European/Caucasian-American",1,1,1,"Art Education",12,20,20,20,16,12,7,8,8,9,7,6,7,6,8,5,6,2,2,4,8,8,4,1,1,8,1,6,6,4,6,2,1,0.39,2,5,3,0,0,0
1,7,"male",26,"European/Caucasian-American",1,1,1,"Art Education",12,20,20,20,16,12,7,8,8,9,7,5,8,7,6,7,6,2,2,4,8,8,4,1,1,8,1,6,6,4,6,2,1,0.64,2,6,3,0,0,0
1,7,"male",26,"European/Caucasian-American",0,1,1,"Art Education",12,20,20,20,16,12,7,8,8,9,7,7,9,7,8,7,6,2,2,4,8,8,4,1,1,8,1,6,6,4,6,2,1,0.51,2,6,6,0,0,0
1,7,"male",26,"European/Caucasian-American",0,1,1,"Art Education",12,20,20,20,16,12,7,8,8,9,7,8,8,8,7,6,6,2,2,4,8,8,4,1,1,8,1,6,6,4,6,2,1,0.58,2,7,4,0,0,0
1,7,"male",26,"European/Caucasian-American",1,1,1,"Art Education",12,20,20,20,16,12,7,8,8,9,7,8,8,8,7,7,6,2,2,4,8,8,4,1,1,8,1,6,6,4,6,2,1,0.47,2,8,3,0,1,0
1,7,"male",26,"European/Caucasian-American",1,1,1,"Art Education",12,20,20,20,16,12,7,8,8,9,7,9,9,9,8,8,6,2,2,4,8,8,4,1,1,8,1,6,6,4,6,2,1,0.35,2,8,5,0,1,0
1,7,"male",26,"European/Caucasian-American",1,1,1,"Art Education",12,20,20,20,16,12,7,8,8,9,7,8,9,8,7,6,6,2,2,4,8,8,4,1,1,8,1,6,6,4,6,2,1,0.65,2,8,3,0,1,0
1,7,"male",26,"European/Caucasian-American",0,1,1,"Art Education",12,20,20,20,16,12,7,8,8,9,7,6,8,8,6,7,6,2,2,4,8,8,4,1,1,8,1,6,6,4,6,2,1,0.62,2,5,3,0,0,0
1,7,"male",26,"European/Caucasian-American",0,1,1,"Art Education",12,20,20,20,16,12,7,8,8,9,7,8,10,8,8,8,6,2,2,4,8,8,4,1,1,8,1,6,6,4,6,2,1,0.49,2,8,5,0,1,1
1,7,"male",26,"European/Caucasian-American",1,1,1,"Art Education",12,20,20,20,16,12,7,8,8,9,7,8,10,8,8,7,6,2,2,4,8,8,4,1,1,8,1,6,6,4,6,2,1,0.39,2,7,5,0,1,1
1,7,"male",26,"European/Caucasian-American",1,1,1,"Art Education",12,20,20,20,16,12,7,8,8,9,7,8,6,6,6,6,6,2,2,4,8,8,4,1,1,8,1,6,6,4,6,2,1,0.54,2,7,4,0,0,0
1,7,"male",26,"European/Caucasian-American",0,1,1,"Art Education",12,20,20,20,16,12,7,8,8,9,7,8,9,9,8,8,6,2,2,4,8,8,4,1,1,8,1,6,6,4,6,2,1,0.21,2,8,6,0,1,1
1,7,"male",26,"European/Caucasian-American",0,1,1,"Art Education",12,20,20,20,16,12,7,8,8,9,7,7,6,6,6,7,6,2,2,4,8,8,4,1,1,8,1,6,6,4,6,2,1,0.15,2,5,3,0,0,0
1,7,"male",27,"European/Caucasian-American",1,1,1,"Philosophy",20.51,23.08,20.51,17.95,2.56,15.38,7,9,6,9,4,7,7,9,7,6,7,5,5,6,7,7,7,1,3,7,2,5,6,4,6,2,2,0.27,5,7,4,0,0,0
1,7,"male",27,"European/Caucasian-American",1,1,1,"Philosophy",20.51,23.08,20.51,17.95,2.56,15.38,7,9,6,9,4,9,10,10,8,8,7,5,5,6,7,7,7,1,3,7,2,5,6,4,6,2,2,0.32,5,10,10,1,1,1
1,7,"male",27,"European/Caucasian-American",0,1,1,"Philosophy",20.51,23.08,20.51,17.95,2.56,15.38,7,9,6,9,4,9,6,6,8,6,7,5,5,6,7,7,7,1,3,7,2,5,6,4,6,2,2,0.5,5,6,3,0,0,0
1,7,"male",27,"European/Caucasian-American",0,1,1,"Philosophy",20.51,23.08,20.51,17.95,2.56,15.38,7,9,6,9,4,8,8,10,7,9,7,5,5,6,7,7,7,1,3,7,2,5,6,4,6,2,2,0.08,5,7,5,0,0,0
1,7,"male",30,"European/Caucasian-American",1,4,7,"American Studies [Masters]",16.67,12.5,20.83,18.75,12.5,18.75,8,6,7,9,2,8,8,9,7,8,3,1,6,6,7,7,2,1,1,10,8,8,8,5,5,2,2,-0.4,6,6,3,0,0,0
1,7,"male",30,"European/Caucasian-American",1,4,7,"American Studies [Masters]",16.67,12.5,20.83,18.75,12.5,18.75,8,6,7,9,2,6,9,9,6,8,3,1,6,6,7,7,2,1,1,10,8,8,8,5,5,2,2,0.54,6,6,5,0,0,0
1,7,"male",30,"European/Caucasian-American",1,4,7,"American Studies [Masters]",16.67,12.5,20.83,18.75,12.5,18.75,8,6,7,9,2,7,8,10,8,7,3,1,6,6,7,7,2,1,1,10,8,8,8,5,5,2,2,0.01,6,7,5,0,0,0
1,7,"male",30,"European/Caucasian-American",1,4,7,"American Studies [Masters]",16.67,12.5,20.83,18.75,12.5,18.75,8,6,7,9,2,6,8,9,6,8,3,1,6,6,7,7,2,1,1,10,8,8,8,5,5,2,2,0.72,6,6,4,0,0,0
1,7,"male",30,"European/Caucasian-American",1,4,7,"American Studies [Masters]",16.67,12.5,20.83,18.75,12.5,18.75,8,6,7,9,2,8,7,9,7,7,3,1,6,6,7,7,2,1,1,10,8,8,8,5,5,2,2,0.82,6,7,5,0,1,0
1,7,"male",30,"European/Caucasian-American",0,4,7,"American Studies [Masters]",16.67,12.5,20.83,18.75,12.5,18.75,8,6,7,9,2,7,8,8,10,8,3,1,6,6,7,7,2,1,1,10,8,8,8,5,5,2,2,0.66,6,8,4,0,1,1
1,7,"male",30,"European/Caucasian-American",0,4,7,"American Studies [Masters]",16.67,12.5,20.83,18.75,12.5,18.75,8,6,7,9,2,8,8,9,6,9,3,1,6,6,7,7,2,1,1,10,8,8,8,5,5,2,2,0.8,6,8,4,0,1,0
1,7,"male",30,"European/Caucasian-American",1,4,7,"American Studies [Masters]",16.67,12.5,20.83,18.75,12.5,18.75,8,6,7,9,2,9,7,9,7,6,3,1,6,6,7,7,2,1,1,10,8,8,8,5,5,2,2,0.15,6,7,5,0,1,0
1,7,"male",30,"European/Caucasian-American",1,4,7,"American Studies [Masters]",16.67,12.5,20.83,18.75,12.5,18.75,8,6,7,9,2,8,10,9,8,8,3,1,6,6,7,7,2,1,1,10,8,8,8,5,5,2,2,0.1,6,8,7,0,1,1
1,7,"male",30,"European/Caucasian-American",1,4,7,"American Studies [Masters]",16.67,12.5,20.83,18.75,12.5,18.75,8,6,7,9,2,10,9,8,10,7,3,1,6,6,7,7,2,1,1,10,8,8,8,5,5,2,2,0.47,6,6,3,0,0,0
1,7,"male",30,"European/Caucasian-American",0,4,7,"American Studies [Masters]",16.67,12.5,20.83,18.75,12.5,18.75,8,6,7,9,2,8,9,10,5,9,3,1,6,6,7,7,2,1,1,10,8,8,8,5,5,2,2,0.62,6,7,4,0,1,1
1,7,"male",30,"European/Caucasian-American",0,4,7,"American Studies [Masters]",16.67,12.5,20.83,18.75,12.5,18.75,8,6,7,9,2,7,8,8,6,7,3,1,6,6,7,7,2,1,1,10,8,8,8,5,5,2,2,0.51,6,5,5,0,0,0
